drugname,pt,count_a,prr,chi2
FENOFIBRATE,CLOSTRIDIUM TEST POSITIVE,11,202.62524836704824,1834.0843673368772
PROANTHENOL: OLIGOMERIC PROANTHOCYANINS,TONGUE ATROPHY,3,970.3267425044544,1833.4311068651232
L-ARGININE 500 MG,TONGUE ATROPHY,3,970.3267425044544,1833.4311068651232
L-ARGININE 500 MG,PALATAL DISORDER,3,970.3267425044544,1833.4311068651232
CENTRUM/EQUATE SILVER,TONGUE ATROPHY,3,970.3267425044544,1833.4311068651232
CENTRUM/EQUATE SILVER,PALATAL DISORDER,3,970.3267425044544,1833.4311068651232
PROANTHENOL: OLIGOMERIC PROANTHOCYANINS,PALATAL DISORDER,3,970.3267425044544,1833.4311068651232
BENEZEPRIL,PALATAL DISORDER,3,970.3267425044544,1833.4311068651232
NEURONTIN,HYPOTHYROIDISM,3,1029.0691591010889,1833.4311068651232
VITAMIN B COMPLEX PLUS VITAMIN C,PALATAL DISORDER,3,970.3267425044544,1833.4311068651232
VITAMIN B COMPLEX PLUS VITAMIN C,TONGUE ATROPHY,3,970.3267425044544,1833.4311068651232
NEURONTIN,OROCUTANEOUS FISTULA,3,1029.0691591010889,1833.4311068651232
BENEZEPRIL,TONGUE ATROPHY,3,970.3267425044544,1833.4311068651232
GERITOL,DRUG MONITORING PROCEDURE NOT PERFORMED,20,111.83005720205183,1827.7462755137622
CLOZAPINE 50MG PO AM + 200MG QHS,C-REACTIVE PROTEIN INCREASED,8,278.33696685861275,1823.6815223154772
GABAPENTIN 600MG PO TID,C-REACTIVE PROTEIN INCREASED,8,278.33696685861275,1823.6815223154772
LITHIUM 300MG PO BID,C-REACTIVE PROTEIN INCREASED,8,278.33696685861275,1823.6815223154772
BENZTROPINE 1MG PO QD,C-REACTIVE PROTEIN INCREASED,8,278.33696685861275,1823.6815223154772
ZYPREXA,VICTIM OF ABUSE,40,55.324905713955346,1823.3350408623292
CALCIUM600+D,TRANSFUSION,15,139.71250290828416,1819.485125356689
ATOVAQUONE 750MG/5ML,TRANSFUSION,15,139.71250290828416,1819.485125356689
MELATONIN 3MG,TRANSFUSION,15,139.71250290828416,1819.485125356689
MGPLUS 133MG,TRANSFUSION,15,139.71250290828416,1819.485125356689
FIASP,TRANSFUSION,15,139.71250290828416,1819.485125356689
RISPERDAL,LOSS OF LIBIDO,36,57.47037706334292,1818.286924071332
DULOXETINE HYDROCHLORIDE,GENITAL HYPOAESTHESIA,16,134.98499893008912,1818.0905942650033
ZEPBOUND,ORAL PAIN,17,153.35459215872092,1817.6524981128503
STRATTERA,SEDATION,66,33.182439124838886,1816.4398010914772
LIDOCAINE/PRILOCAINE CRM,PULMONARY HYPERTENSION,3,929.070439865833,1815.1359427209193
YEZTUGO,PRODUCT SUBSTITUTION ISSUE,3,955.1704800758741,1815.0557594287714
CEFTRIAXONE,RECTOPROSTATIC FISTULA,8,346.247062741121,1814.7463754779953
ENOXAPARIN,DECUBITUS ULCER,20,112.93191449347762,1814.5698864761448
ACCUTANE,ARTHRITIS,8,322.656753237759,1814.151688905975
RITALIN,SEDATION,66,33.13706825120038,1813.8004489564328
RISPERIDONE,NEAR DEATH EXPERIENCE,32,70.00922338840655,1808.9574068150966
CITRULLINE,BLOOD SODIUM DECREASED,4,653.0703059038906,1807.94513362881
CELLCEPT,EPISTAXIS,12,184.72980041445732,1807.429270370278
MGPLUS 133MG,ULCER HAEMORRHAGE,15,138.5719936287181,1805.2851297619168
FIASP,ULCER HAEMORRHAGE,15,138.5719936287181,1805.2851297619168
CALCIUM600+D,ULCER HAEMORRHAGE,15,138.5719936287181,1805.2851297619168
MELATONIN 3MG,ULCER HAEMORRHAGE,15,138.5719936287181,1805.2851297619168
ATOVAQUONE 750MG/5ML,ULCER HAEMORRHAGE,15,138.5719936287181,1805.2851297619168
FENOFIBRATE,ENTERITIS,11,199.13171573668222,1804.8896947332228
ROCEPHIN,DYSMENORRHOEA,3,1512.4724860553556,1797.5030635557584
CALCIUM CARBONATE,MAGNESIUM DEFICIENCY,3,1151.002193459303,1794.631157892591
CALCIUM CARBONATE,VITAMIN B1 DEFICIENCY,3,1151.002193459303,1794.631157892591
CARBIDOPA\LEVODOPA,PYELONEPHRITIS,11,194.1129518010573,1792.785128252496
SACITUZUMAB GOVITECAN,PANCYTOPENIA,12,186.93866383472655,1788.5683831086692
KEYTRUDA,UROSEPSIS,5,642.8132256231692,1783.5433348229512
CARBIDOPA\LEVODOPA,HYDRONEPHROSIS,11,192.8101820936081,1781.4583308310612
FOCALIN,SEDATION,66,32.55830110943146,1780.1325238121237
PAROXETINE HYDROCHLORIDE,PHYSICAL DISABILITY,12,217.3908652809573,1779.8537202124382
DEXEDRINE,SUICIDE ATTEMPT,10,217.62884724018517,1775.433179596369
CEQUA,LACRIMATION INCREASED,3,998.7870485298051,1764.5074710184977
CETUXIMAB,CARDIO-RESPIRATORY ARREST,3,943.3586212438024,1764.4901495948934
VITAMIN B COMPLEX NOS,PULMONARY EMBOLISM,8,257.29153425265184,1762.0607946051125
CALCIUM CHEWS WITH VITAMINS K AND D,PULMONARY EMBOLISM,8,257.29153425265184,1762.0607946051125
NORTRIPTYLINE HYDROCHLORIDE,PULMONARY EMBOLISM,8,257.29153425265184,1762.0607946051125
GERITOL,PERSONALITY CHANGE,20,107.23430783332002,1760.3375414172726
AUVELITY,LEARNING DISORDER,32,68.03640721204562,1756.4773315673042
NEURONTIN,ABSCESS NECK,3,974.9082052393283,1749.8749004035146
AUVELITY,BLADDER PAIN,32,67.68388733874394,1748.4032535415888
LISTERINE COOL MINT ANTISEPTIC VAPOR STICK NON-MEDICATED,BRADYKINESIA,63,32.583604361665685,1745.5382258172963
CORTISONE CREAN HYDROCORTISONE,BRADYKINESIA,63,32.583604361665685,1745.5382258172963
SALINE NASAL SPRAY 0.65%,BRADYKINESIA,63,32.583604361665685,1745.5382258172963
HEATING PAD,BRADYKINESIA,63,32.583604361665685,1745.5382258172963
OLIVE OIL MAX MOISTURE SUPER HYDRATING SULFATE-FREE SHAMPOO RICE WATER,BRADYKINESIA,63,32.583604361665685,1745.5382258172963
CREST PROHEALTH SENSITVE AND GUM,BRADYKINESIA,63,32.583604361665685,1745.5382258172963
BLEMISH CONTROL OIL-FREE CLARIFYING CLEANSER WITH CERAMIDES RETINOL +,BRADYKINESIA,63,32.583604361665685,1745.5382258172963
ADULT LOW DOSE ASPIRIN PAIN RELIEVER (NSAID) 81 MG,BRADYKINESIA,63,32.583604361665685,1745.5382258172963
CAMPHOR\MENTHOL,BRADYKINESIA,63,32.583604361665685,1745.5382258172963
CARBAMAZEPINE,DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS,3,949.1981125115392,1745.0452660988321
ADULT MULTIVITAMIN,RASH PRURITIC,5,446.8765938557928,1744.8270880999398
PAROXETINE HYDROCHLORIDE,IDIOPATHIC INTRACRANIAL HYPERTENSION,12,211.51546880092604,1743.0715479930827
BUSPAR,NEAR DEATH EXPERIENCE,32,67.49295642698074,1742.020786244367
TAB-A-VITE WITH IRON,TRANSFUSION,15,133.76466328282166,1740.8681879078006
HALOPERIDOL,POOR PERSONAL HYGIENE,20,108.69586269715377,1739.1432934085105
HALOPERIDOL,INFREQUENT BOWEL MOVEMENTS,20,108.69586269715377,1739.1432934085105
ADULT LOW DOSE ASPIRIN PAIN RELIEVER (NSAID) 81 MG,FOOD CRAVING,63,32.396610990869235,1735.7455360791464
CORTISONE CREAN HYDROCORTISONE,FOOD CRAVING,63,32.396610990869235,1735.7455360791464
LISTERINE COOL MINT ANTISEPTIC VAPOR STICK NON-MEDICATED,FOOD CRAVING,63,32.396610990869235,1735.7455360791464
HEATING PAD,FOOD CRAVING,63,32.396610990869235,1735.7455360791464
BLEMISH CONTROL OIL-FREE CLARIFYING CLEANSER WITH CERAMIDES RETINOL +,FOOD CRAVING,63,32.396610990869235,1735.7455360791464
SALINE NASAL SPRAY 0.65%,FOOD CRAVING,63,32.396610990869235,1735.7455360791464
CAMPHOR\MENTHOL,FOOD CRAVING,63,32.396610990869235,1735.7455360791464
OLIVE OIL MAX MOISTURE SUPER HYDRATING SULFATE-FREE SHAMPOO RICE WATER,FOOD CRAVING,63,32.396610990869235,1735.7455360791464
CREST PROHEALTH SENSITVE AND GUM,FOOD CRAVING,63,32.396610990869235,1735.7455360791464
CLOZAPINE,GASTROOESOPHAGEAL REFLUX DISEASE,8,265.11079005737173,1730.7902132379609
SEMAGLUTIDE,GASTROENTERITIS VIRAL,8,357.55063414205233,1730.0645420392807
RAMIPRIL,NEGATIVE THOUGHTS,16,127.88053376281832,1729.1838293992425
DULOXETINE HYDROCHLORIDE,BRAIN INJURY,16,127.88053376281832,1729.1838293992425
BENEZEPRIL,LARYNGEAL DYSKINESIA,3,909.6817072741394,1728.395190728024
VITAMIN B COMPLEX PLUS VITAMIN C,LARYNGEAL DYSKINESIA,3,909.6817072741394,1728.395190728024
PROANTHENOL: OLIGOMERIC PROANTHOCYANINS,LARYNGEAL DYSKINESIA,3,909.6817072741394,1728.395190728024
L-ARGININE 500 MG,LARYNGEAL DYSKINESIA,3,909.6817072741394,1728.395190728024
CENTRUM/EQUATE SILVER,LARYNGEAL DYSKINESIA,3,909.6817072741394,1728.395190728024
PAQENYIL,DEEP VEIN THROMBOSIS,4,578.9283068836187,1728.240046626626
CONCERTA,SEDATION,66,31.664759770967052,1728.1558984880517
TAB-A-VITE WITH IRON,ULCER HAEMORRHAGE,15,132.6727077557295,1727.272245390306
AZITHROMYCIN ANHYDROUS,CARDIAC DISORDER,12,177.08920456863115,1722.936203873626
FLUDARABINE,STAPHYLOCOCCAL BACTERAEMIA,3,1242.085878086656,1721.6446569031762
CALASPARGASE PEGOL,ANAPHYLACTIC REACTION,9,220.8732945635741,1716.539645988617
ENOXAPARIN,LEGAL PROBLEM,20,106.03531974153424,1716.4529512242812
VITAMIN B12 (DAILY),DRUG DISPENSED TO WRONG PATIENT,4,653.0040719388685,1708.2654201093287
VITAMIN B12 (DAILY),PSYCHOLOGICAL TRAUMA,4,653.0040719388685,1708.2654201093287
JUNEL FE 1.5/30 MG,LIGAMENT SPRAIN,4,653.0040719388685,1708.2654201093287
JUNEL FE 1.5/30 MG,DRUG DISPENSED TO WRONG PATIENT,4,653.0040719388685,1708.2654201093287
JUNEL FE 1.5/30 MG,PSYCHOLOGICAL TRAUMA,4,653.0040719388685,1708.2654201093287
SERTRALINE 50 MG (ZOLOFT),LIGAMENT SPRAIN,4,653.0040719388685,1708.2654201093287
SERTRALINE 50 MG (ZOLOFT),DRUG DISPENSED TO WRONG PATIENT,4,653.0040719388685,1708.2654201093287
VITAMIN B12 (DAILY),LIGAMENT SPRAIN,4,653.0040719388685,1708.2654201093287
VITAMIN D (DAILY),LIGAMENT SPRAIN,4,653.0040719388685,1708.2654201093287
VITAMIN D (DAILY),PSYCHOLOGICAL TRAUMA,4,653.0040719388685,1708.2654201093287
VITAMIN C (DAILY),PSYCHOLOGICAL TRAUMA,4,653.0040719388685,1708.2654201093287
VITAMIN D (DAILY),DRUG DISPENSED TO WRONG PATIENT,4,653.0040719388685,1708.2654201093287
SERTRALINE 50 MG (ZOLOFT),PSYCHOLOGICAL TRAUMA,4,653.0040719388685,1708.2654201093287
VITAMIN C (DAILY),DRUG DISPENSED TO WRONG PATIENT,4,653.0040719388685,1708.2654201093287
VITAMIN C (DAILY),LIGAMENT SPRAIN,4,653.0040719388685,1708.2654201093287
SIMPONI ARIA,C-REACTIVE PROTEIN INCREASED,12,172.6022444555817,1706.821011487449
APIXABAN,DUODENITIS,4,1005.5343574446387,1706.6749249683462
HALOPERIDOL,DECUBITUS ULCER,20,106.04474848052458,1701.871950229858
TIVICAY,DISEASE COMPLICATION,5,442.9730103869768,1700.8865906698481
CISPLATIN,PANCYTOPENIA,12,177.5847539319023,1698.062771634877
ALBUTEROL 90MCG HFA INHALER,BLEPHAROSPASM,4,606.4226532174,1689.6047682109247
HEPARIN,RESPIRATORY FAILURE,13,146.78285697712687,1688.0899530030815
ATOVAQUONE 750MG/5ML,NEUROTOXICITY,15,129.08798620128414,1686.6798153768652
FIASP,NEUROTOXICITY,15,129.08798620128414,1686.6798153768652
CALCIUM600+D,NEUROTOXICITY,15,129.08798620128414,1686.6798153768652
MGPLUS 133MG,NEUROTOXICITY,15,129.08798620128414,1686.6798153768652
MELATONIN 3MG,NEUROTOXICITY,15,129.08798620128414,1686.6798153768652
LETAIRIS,GASTRIC HAEMORRHAGE,4,580.548340849953,1685.1889471975085
R SHOULDER PROSTHESIS,RASH ERYTHEMATOUS,5,435.4073613167494,1683.4831704537633
YESCARTA,STAPHYLOCOCCAL BACTERAEMIA,3,1212.5005008456499,1680.550690803183
VENLAFAXINE HCL,DISTURBANCE IN SOCIAL BEHAVIOUR,3,970.2201545511527,1680.278478072736
TAMSULOSIN,NONSPECIFIC REACTION,30,63.21190855075103,1676.5451466415311
AUVELITY,SOCIAL ANXIETY DISORDER,32,64.03426959960451,1664.1056113539614
ACYCLOVIR,MYOCARDIAL INJURY,5,820.7044934915574,1657.129254874318
MONTELUKAST SODIUM,QUALITY OF LIFE DECREASED,28,67.97224671460651,1656.8210565642758
ZOSYN,SUSPECTED DRUG-INDUCED LIVER INJURY,4,722.317526066936,1653.7668268182297
SACITUZUMAB GOVITECAN,HYPOKALAEMIA,12,171.02902478307948,1651.920485943571
CLOZAPINE,C-REACTIVE PROTEIN INCREASED,8,252.07257625438302,1650.2663466912568
CATAPRES,SOCIAL FEAR,6,411.8507514943288,1638.157231668012
BIKTARVY,DYSTONIA,3,1018.6342472456449,1628.527857163687
MOLOXICAM,IMMUNE SYSTEM DISORDER,3,831.7353165221904,1628.4798943956312
MAGNESIUM OXIDE 400MG,MYOCARDIAL INFARCTION,4,544.8737377072682,1628.3931965542333
ROBAXIN 500MG,MYOCARDIAL INFARCTION,4,544.8737377072682,1628.3931965542333
BACTRIM DS (800-160MG),MYOCARDIAL INFARCTION,4,544.8737377072682,1628.3931965542333
LANTUS SOLOSTAR PEN 3ML,MYOCARDIAL INFARCTION,4,544.8737377072682,1628.3931965542333
NOVOLOG FLEXPEN 3ML,MYOCARDIAL INFARCTION,4,544.8737377072682,1628.3931965542333
URSODIOL 300MG,MYOCARDIAL INFARCTION,4,544.8737377072682,1628.3931965542333
OMEGA-3 FATTY ACIDS,VAGINAL HAEMORRHAGE,3,885.9095428481103,1628.3919699913715
FLORADIX IRON,VAGINAL HAEMORRHAGE,3,885.9095428481103,1628.3919699913715
.DELTA.9-TETRAHYDROCANNABINOL\CANNABIDIOL\HERBALS,PRODUCT ADVERTISING ISSUE,23,84.30632036676556,1624.9813002061244
HYDROXYZINE,T-CELL LYMPHOMA,10,202.062042711588,1624.9000296968527
GUAR GUM,FEMORAL NECK FRACTURE,6,339.60109000986745,1621.1264868270453
CICLOPIROX TOP SOLN,FEMORAL NECK FRACTURE,6,339.60109000986745,1621.1264868270453
TOP OINT,FEMORAL NECK FRACTURE,6,339.60109000986745,1621.1264868270453
LIDOCAINE TOP PATCH,FEMORAL NECK FRACTURE,6,339.60109000986745,1621.1264868270453
CARVIDILOL,INADEQUATE ANALGESIA,4,566.0175221593223,1618.992878153658
THUMB IMMOBILIZING BRACE,INADEQUATE ANALGESIA,4,566.0175221593223,1618.992878153658
SENIOR WOMEN^S MULTIVITAMIN,INADEQUATE ANALGESIA,4,566.0175221593223,1618.992878153658
PRE-POSTBIOTIC GUMMIES,INADEQUATE ANALGESIA,4,566.0175221593223,1618.992878153658
LOVE LIDODERM PATCHES,INADEQUATE ANALGESIA,4,566.0175221593223,1618.992878153658
ROLLATOR,INADEQUATE ANALGESIA,4,566.0175221593223,1618.992878153658
ENOXAPARIN,DRUG MONITORING PROCEDURE NOT PERFORMED,20,99.21877338067526,1617.8006413197625
AUVELITY,MULTIPLE ALLERGIES,32,61.90991199140451,1614.4364019165826
TAB-A-VITE WITH IRON,NEUROTOXICITY,15,123.59245342119505,1613.7123200997783
MYCOPHENOLIC ACID,KIDNEY TRANSPLANT REJECTION,14,153.6777780560557,1610.5095445383108
HEPARIN L/L FLUSH SYR (5ML),BACTERAEMIA,4,548.890452649933,1609.7582194168685
HALOPERIDOL,LEGAL PROBLEM,20,99.568743365157,1609.7228380413917
CELECOXIB,REBOUND EFFECT,12,163.9715104474155,1606.6121642278893
CYCLOSPORINE,GENERAL PHYSICAL HEALTH DETERIORATION,8,238.62719886077974,1602.6640515885506
ZEPBOUND,GLOSSODYNIA,16,141.55809592388056,1602.141271293425
RISPERDAL,ANORGASMIA,36,50.447321397219724,1601.5734244723762
PRISTIQ EXTENDED-RELEASE,INTENTIONAL SELF-INJURY,12,197.03226879578028,1600.0972739148988
EPCLUSA,LUNG TRANSPLANT,3,815.1006779865486,1597.6674756103275
TELMISARTAN,HYDRANENCEPHALY,4,566.00037507553,1593.9308408201064
PEMBROLIZUMAB,HYPOTHYROIDISM,3,893.6433930527357,1591.5721210318338
PEMBROLIZUMAB,OROCUTANEOUS FISTULA,3,893.6433930527357,1591.5721210318338
SYNTHROID 25,ARTHROPATHY,3,831.7094434623044,1591.5721210318338
CEFTRIAXONE,VANCOMYCIN INFUSION REACTION,4,1038.6971316090778,1586.7131621832038
CEFTRIAXONE,PRODUCT DEPOSIT,4,1038.6971316090778,1586.7131621832038
HYDROXYCHLOROQUINE 400MG DAILY,CEREBRAL ARTERY THROMBOSIS,4,559.7862679852155,1585.778459044528
ASA 325 DAILY,CEREBRAL ARTERY THROMBOSIS,4,559.7862679852155,1585.778459044528
MAGNESIUM 500MG,CEREBRAL ARTERY THROMBOSIS,4,559.7862679852155,1585.778459044528
MTV,CEREBRAL ARTERY THROMBOSIS,4,559.7862679852155,1585.778459044528
LOSARTIN 50MG,CEREBRAL ARTERY THROMBOSIS,4,559.7862679852155,1585.778459044528
TOPIRAMATE 150MG,CEREBRAL ARTERY THROMBOSIS,4,559.7862679852155,1585.778459044528
DULOXETINE HCL 90MG DAILY (60 + 30),CEREBRAL ARTERY THROMBOSIS,4,559.7862679852155,1585.778459044528
LASIX 20MG TAB DAILY,CEREBRAL ARTERY THROMBOSIS,4,559.7862679852155,1585.778459044528
CALCIUM SUPPLEMENT 100MG,CEREBRAL ARTERY THROMBOSIS,4,559.7862679852155,1585.778459044528
VITAMIN B2 100MG,CEREBRAL ARTERY THROMBOSIS,4,559.7862679852155,1585.778459044528
CATAPRES,ATTENTION DEFICIT HYPERACTIVITY DISORDER,6,394.6904491362942,1583.1940551687212
GERITOL,VICTIM OF CRIME,20,94.88613004182845,1575.7254434572844
SUBLOCADE,INJECTION SITE PAIN,5,404.3109194308411,1573.4082506852524
LIQUID VITAMIN D3/K2 THORNE,PSYCHOTIC DISORDER,4,530.6736342775829,1570.1523880246934
THUMB IMMOBILIZING BRACE,OSTEOARTHRITIS,4,547.7589524202148,1569.7361493920012
SENIOR WOMEN^S MULTIVITAMIN,OSTEOARTHRITIS,4,547.7589524202148,1569.7361493920012
CARVIDILOL,OSTEOARTHRITIS,4,547.7589524202148,1569.7361493920012
LOVE LIDODERM PATCHES,OSTEOARTHRITIS,4,547.7589524202148,1569.7361493920012
ROLLATOR,OSTEOARTHRITIS,4,547.7589524202148,1569.7361493920012
PRE-POSTBIOTIC GUMMIES,OSTEOARTHRITIS,4,547.7589524202148,1569.7361493920012
PHENAZOPYRIDINE (PYRIDIUM),KLEBSIELLA TEST POSITIVE,4,578.8230191118749,1569.659092380377
LACTATED RINGERS SOLUTION,HYDROURETER,4,578.8230191118749,1569.659092380377
FILGRASTIM (ZARXIO),URETERAL STENT INSERTION,4,578.8230191118749,1569.659092380377
LACTATED RINGERS SOLUTION,URETERAL STENT INSERTION,4,578.8230191118749,1569.659092380377
PHENAZOPYRIDINE (PYRIDIUM),HYDROURETER,4,578.8230191118749,1569.659092380377
PHENAZOPYRIDINE (PYRIDIUM),URETERAL STENT INSERTION,4,578.8230191118749,1569.659092380377
FILGRASTIM (ZARXIO),HYDROURETER,4,578.8230191118749,1569.659092380377
LACTATED RINGERS SOLUTION,KLEBSIELLA TEST POSITIVE,4,578.8230191118749,1569.659092380377
FILGRASTIM (ZARXIO),KLEBSIELLA TEST POSITIVE,4,578.8230191118749,1569.659092380377
RISPERIDONE,POLLAKIURIA,32,59.74121323614399,1568.9626931393227
CICLOPIROX,FEMORAL NECK FRACTURE,6,328.6446032411864,1568.48588873826
RANITIDINE,INJECTION SITE PAIN,10,188.6210116704216,1568.3171349133956
CISPLATIN,HYPOKALAEMIA,12,162.47119059291077,1568.242737561196
COBENFY,RESTLESS ARM SYNDROME,3,905.5254779447238,1567.9500803072344
PROSTHETIC,ANGER,16,113.65112434496564,1565.7526190118247
PROSTHETIC,AFFECTIVE DISORDER,16,113.65112434496564,1565.7526190118247
ANDROMACHE SODIUM,ANGER,16,113.65112434496564,1565.7526190118247
ANDROMACHE SODIUM,AFFECTIVE DISORDER,16,113.65112434496564,1565.7526190118247
DIPHENHYDRAMINE HYDROCHLORIDE,ANAPHYLACTIC REACTION,12,148.4660316057279,1563.7861924603549
AJOVY AUTO INJECTION,FIBROMYALGIA,8,243.39134258805646,1562.7156642613913
RESTORIL 15 MG,FIBROMYALGIA,8,243.39134258805646,1562.7156642613913
PROGRAF .5 MG,FIBROMYALGIA,8,243.39134258805646,1562.7156642613913
ENOXAPARIN,PERSONALITY CHANGE,20,95.14129522639168,1557.9760267225138
CALCIUM SUPPLEMENT 100MG,GRIP STRENGTH DECREASED,4,549.2243035352599,1557.8428455817875
TOPIRAMATE 150MG,GRIP STRENGTH DECREASED,4,549.2243035352599,1557.8428455817875
MAGNESIUM 500MG,GRIP STRENGTH DECREASED,4,549.2243035352599,1557.8428455817875
LOSARTIN 50MG,GRIP STRENGTH DECREASED,4,549.2243035352599,1557.8428455817875
VITAMIN B2 100MG,GRIP STRENGTH DECREASED,4,549.2243035352599,1557.8428455817875
HYDROXYCHLOROQUINE 400MG DAILY,GRIP STRENGTH DECREASED,4,549.2243035352599,1557.8428455817875
DULOXETINE HCL 90MG DAILY (60 + 30),GRIP STRENGTH DECREASED,4,549.2243035352599,1557.8428455817875
ASA 325 DAILY,GRIP STRENGTH DECREASED,4,549.2243035352599,1557.8428455817875
LASIX 20MG TAB DAILY,GRIP STRENGTH DECREASED,4,549.2243035352599,1557.8428455817875
MTV,GRIP STRENGTH DECREASED,4,549.2243035352599,1557.8428455817875
HYDROXYZINE,ACUTE MYELOID LEUKAEMIA,7,303.0922801512827,1557.1654056406755
ZOSYN,COAGULOPATHY,4,666.7555100476316,1556.082970316593
ZEPBOUND,LIP SWELLING,16,136.3152232254576,1555.5017144591357
DEXEDRINE,EUPHORIC MOOD,10,188.61171686498113,1554.7129299444834
KISUNLA,LACRIMATION INCREASED,4,636.5887699836129,1554.0452031830876
OXYCONTIN,INADEQUATE ANALGESIA,4,543.374154625301,1553.9612840434809
LINEZOLID,LACTIC ACIDOSIS,6,376.2441843385156,1553.2146143393838
MECLIZINE,THERAPY NON-RESPONDER,13,136.27147905461538,1548.0979309131712
OPDIVO,IMMUNE SYSTEM DISORDER,5,424.98772801128314,1547.8916861986668
TOP OINT,HAEMATEMESIS,6,323.4296356848872,1546.9858383651142
HALOPERIDOL 7.5 MG PO DAILY AT BEDTIME,DELUSION,6,323.4296356848872,1546.9858383651142
MIRTAZAPINE 15 MG PO DAILY AT BEDTIME,DELUSION,6,323.4296356848872,1546.9858383651142
HALOPERIDOL 7.5 MG PO DAILY AT BEDTIME,PSYCHOTIC DISORDER,6,323.4296356848872,1546.9858383651142
CICLOPIROX TOP SOLN,HAEMATEMESIS,6,323.4296356848872,1546.9858383651142
LIDOCAINE TOP PATCH,HAEMATEMESIS,6,323.4296356848872,1546.9858383651142
MIRTAZAPINE 15 MG PO DAILY AT BEDTIME,PSYCHOTIC DISORDER,6,323.4296356848872,1546.9858383651142
GUAR GUM,HAEMATEMESIS,6,323.4296356848872,1546.9858383651142
ADDERALL,SEDATION,66,28.497484200942576,1543.9437968895002
POSACONAZOLE,ACUTE MYELOID LEUKAEMIA,7,300.40857267164745,1543.278101766604
CALCIUM CARBONATE,MUSCLE RIGIDITY,3,941.7329432706006,1537.55690969188
SUBOXONE,BLOOD TRIGLYCERIDES INCREASED,3,941.7329432706006,1537.55690969188
BIKTARVY (HIV MEDICATION),PRODUCT DISPENSING ISSUE,3,771.8877682005656,1533.8911778893207
FINASTERIDE,NONSPECIFIC REACTION,30,57.93912655833423,1532.1225207943178
TAMOXIFEN,CEREBRAL ARTERY THROMBOSIS,4,540.4806407286641,1530.863017668306
POTASSIUM 10MEQ,CEREBRAL ARTERY THROMBOSIS,4,540.4806407286641,1530.863017668306
SALINE NASAL SPRAY 0.65%,PRESYNCOPE,63,28.47470196426469,1528.2021844402202
ADULT LOW DOSE ASPIRIN PAIN RELIEVER (NSAID) 81 MG,PRESYNCOPE,63,28.47470196426469,1528.2021844402202
LISTERINE COOL MINT ANTISEPTIC VAPOR STICK NON-MEDICATED,PRESYNCOPE,63,28.47470196426469,1528.2021844402202
CORTISONE CREAN HYDROCORTISONE,PRESYNCOPE,63,28.47470196426469,1528.2021844402202
CREST PROHEALTH SENSITVE AND GUM,PRESYNCOPE,63,28.47470196426469,1528.2021844402202
HEATING PAD,PRESYNCOPE,63,28.47470196426469,1528.2021844402202
BLEMISH CONTROL OIL-FREE CLARIFYING CLEANSER WITH CERAMIDES RETINOL +,PRESYNCOPE,63,28.47470196426469,1528.2021844402202
CAMPHOR\MENTHOL,PRESYNCOPE,63,28.47470196426469,1528.2021844402202
OLIVE OIL MAX MOISTURE SUPER HYDRATING SULFATE-FREE SHAMPOO RICE WATER,PRESYNCOPE,63,28.47470196426469,1528.2021844402202
CLOMIPRAMINE,DEPERSONALISATION/DEREALISATION DISORDER,8,251.44473063988605,1527.1586653318345
ZOPICLONE,DEPERSONALISATION/DEREALISATION DISORDER,8,251.44473063988605,1527.1586653318345
CLOMIPRAMINE HYDROCHLORIDE,DEPERSONALISATION/DEREALISATION DISORDER,8,251.44473063988605,1527.1586653318345
METHOCARBAMOL,QUALITY OF LIFE DECREASED,28,62.800493711938394,1526.9227412662294
TYVASO,PERICARDIAL EFFUSION,8,234.3740418870941,1526.7517323758584
NAPROXEN,RECTOPROSTATIC FISTULA,8,291.2106917305157,1524.470881005623
CHOLECALCIFEROL,THERAPY NON-RESPONDER,13,134.20610091440068,1524.272938302101
LURASIDONE 40-60MG,BLINDNESS TRANSIENT,5,411.60655601367483,1520.2289232749827
YASMIN,BLINDNESS TRANSIENT,5,411.60655601367483,1520.2289232749827
PEMBROLIZUMAB,ABSCESS NECK,3,846.6100346387958,1519.008414257209
HALOPERIDOL,DRUG MONITORING PROCEDURE NOT PERFORMED,20,93.16790488051274,1517.071076962436
"VITAMIN D3 1,000 UNIT TABLETS",HERPES ZOSTER,4,509.4518510952593,1516.5221781084226
DEXEDRINE SPANSULE,ADVERSE DRUG REACTION,3,743.7397694891204,1512.389681213434
DEXEDRINE USED AT TIME.  NO LONGER USES,ADVERSE DRUG REACTION,3,743.7397694891204,1512.389681213434
TOP OINT,PULSELESS ELECTRICAL ACTIVITY,6,315.90802813105483,1512.3868887598228
CICLOPIROX TOP SOLN,PULSELESS ELECTRICAL ACTIVITY,6,315.90802813105483,1512.3868887598228
LIDOCAINE TOP PATCH,PULSELESS ELECTRICAL ACTIVITY,6,315.90802813105483,1512.3868887598228
GUAR GUM,PULSELESS ELECTRICAL ACTIVITY,6,315.90802813105483,1512.3868887598228
